,home_team,away_team,ht_score,at_score,total_points,ht_pts_diff,ht_vegas_line
62,gnb,atl,30,16,46,14,-5.0
63,chi,tam,20,19,39,1,3.5
64,atl,car,16,23,39,-7,-2.5
65,rav,cin,27,3,30,24,-12.5
66,nyj,crd,10,30,40,-20,7.0
67,htx,jax,30,14,44,16,-6.5
68,kan,rai,32,40,72,-8,-11.0
69,pit,phi,38,29,67,9,-7.5
70,was,ram,10,30,40,-20,7.0
71,sfo,mia,17,43,60,-26,-8.5
72,cle,clt,32,23,55,9,-1.0
73,dal,nyg,37,34,71,3,-7.5
74,sea,min,27,26,53,1,-6.5
75,nor,sdg,30,27,57,3,-7.0
76,oti,buf,42,16,58,26,3.0
77,nwe,den,12,18,30,-6,-7.0
78,jax,det,16,34,50,-18,3.0
79,min,atl,23,40,63,-17,-3.5
80,car,chi,16,23,39,-7,-2.0
81,clt,cin,31,27,58,4,-7.5
82,pit,cle,38,7,45,31,-3.0
83,oti,htx,42,36,78,6,-4.0
84,nyg,was,20,19,39,1,-2.0
85,phi,rav,28,30,58,-2,10.5
86,mia,nyj,24,0,24,24,-10.0
87,tam,gnb,38,10,48,28,3.0
88,sfo,ram,24,16,40,8,2.5
89,buf,kan,17,26,43,-9,5.5
90,dal,crd,10,38,48,-28,-1.0
91,phi,nyg,22,21,43,1,-5.0
92,htx,gnb,20,35,55,-15,2.5
93,oti,pit,24,27,51,-3,-1.0
94,atl,det,22,23,45,-1,-1.0
95,nyj,buf,10,18,28,-8,9.5
96,nor,car,27,24,51,3,-7.0
97,cin,cle,34,37,71,-3,4.5
98,was,dal,25,3,28,22,1.0
99,rai,tam,20,45,65,-25,3.5
100,den,kan,16,43,59,-27,7.0
101,nwe,sfo,6,33,39,-27,-3.0
102,sdg,jax,39,29,68,10,-8.0
103,crd,sea,37,34,71,3,3.5
104,ram,chi,24,10,34,14,-6.5
105,car,atl,17,25,42,-8,-1.5
106,det,clt,21,41,62,-20,3.5
107,gnb,min,22,28,50,-6,-5.5
108,mia,ram,28,17,45,11,3.5
109,rav,pit,24,28,52,-4,-4.0
110,buf,nwe,24,21,45,3,-4.0
111,cin,oti,31,20,51,11,7.5
112,cle,rai,6,16,22,-10,-1.0
113,kan,nyj,35,9,44,26,-20.0
114,den,sdg,31,30,61,1,3.0
115,sea,sfo,37,27,64,10,-1.0
116,chi,nor,23,26,49,-3,5.5
117,phi,dal,23,9,32,14,-10.5
118,nyg,tam,23,25,48,-2,13.0
119,sfo,gnb,17,34,51,-17,6.0
120,clt,rav,10,24,34,-14,-1.0
121,min,det,34,20,54,14,-3.0
122,jax,htx,25,27,52,-2,7.0
123,atl,den,34,27,61,7,-4.5
124,buf,sea,44,34,78,10,3.0
125,kan,car,33,31,64,2,-10.0
126,oti,chi,24,17,41,7,-6.5
127,was,nyg,20,23,43,-3,-3.0
128,sdg,rai,26,31,57,-5,1.0
129,crd,mia,31,34,65,-3,-6.0
130,dal,pit,19,24,43,-5,14.0
131,tam,nor,3,38,41,-35,-3.0
132,nyj,nwe,27,30,57,-3,9.0
133,oti,clt,17,34,51,-17,1.0
134,cle,htx,10,7,17,3,-4.5
135,det,was,30,27,57,3,-2.5
136,gnb,jax,24,20,44,4,-13.5
137,car,tam,23,46,69,-23,6.0
138,nyg,phi,27,17,44,10,5.0
139,rai,den,37,12,49,25,-3.5
140,mia,sdg,29,21,50,8,-1.5
141,crd,buf,32,30,62,2,-3.0
142,pit,cin,36,10,46,26,-6.5
143,nor,sfo,27,13,40,14,-9.5
144,ram,sea,23,16,39,7,-3.0
145,nwe,rav,23,17,40,6,7.0
146,chi,min,13,19,32,-6,3.5
147,sea,crd,28,21,49,7,-3.0
148,nor,atl,24,9,33,15,-3.5
149,was,cin,20,9,29,11,-2.0
150,cle,phi,22,17,39,5,-2.5
151,htx,nwe,27,20,47,7,2.5
152,jax,pit,3,27,30,-24,11.0
153,rav,oti,24,30,54,-6,-6.0
154,car,det,20,0,20,20,3.0
155,den,mia,20,13,33,7,4.0
156,sdg,nyj,34,28,62,6,-10.0
157,clt,gnb,34,31,65,3,-1.5
158,min,dal,28,31,59,-3,-7.0
159,rai,kan,31,35,66,-4,7.5
160,tam,ram,24,27,51,-3,-4.0
161,det,htx,25,41,66,-16,3.0
162,dal,was,16,41,57,-25,-2.5
163,atl,rai,43,6,49,37,3.5
164,buf,sdg,27,17,44,10,-4.5
165,cin,nyg,17,19,36,-2,6.5
166,jax,cle,25,27,52,-2,7.5
167,clt,oti,26,45,71,-19,-3.0
168,nwe,crd,20,17,37,3,1.0
169,nyj,mia,3,20,23,-17,7.5
170,min,car,28,27,55,1,-3.0
171,den,nor,3,31,34,-28,17.0
172,ram,sfo,20,23,43,-3,-5.0
173,tam,kan,24,27,51,-3,3.5
174,gnb,chi,41,25,66,16,-7.5
175,phi,sea,17,23,40,-6,6.5
176,pit,rav,19,14,33,5,-10.0
177,atl,nor,16,21,37,-5,2.5
178,chi,det,30,34,64,-4,-3.0
179,mia,cin,19,7,26,12,-10.5
180,oti,cle,35,41,76,-6,-4.0
181,htx,clt,20,26,46,-6,3.5
182,min,jax,27,24,51,3,-10.5
183,nyj,rai,28,31,59,-3,7.5
184,crd,ram,28,38,66,-10,2.5
185,sea,nyg,12,17,29,-5,-11.0
186,gnb,phi,30,16,46,14,-8.0
187,sdg,nwe,0,45,45,-45,-2.0
188,kan,den,22,16,38,6,-13.0
189,pit,was,17,23,40,-6,-6.5
190,sfo,buf,24,34,58,-10,-1.5
191,rav,dal,34,17,51,17,-8.0
192,ram,nwe,24,3,27,21,-5.0
193,car,den,27,32,59,-5,-4.0
194,chi,htx,36,7,43,29,1.0
195,cin,dal,7,30,37,-23,3.0
196,nyg,crd,7,26,33,-19,3.0
197,jax,oti,10,31,41,-21,7.5
198,mia,kan,27,33,60,-6,7.5
199,tam,min,26,14,40,12,-7.0
200,rai,clt,27,44,71,-17,2.5
201,sea,nyj,40,3,43,37,-16.5
202,sdg,atl,20,17,37,3,-1.0
203,det,gnb,24,31,55,-7,9.5
204,phi,nor,24,21,45,3,7.5
205,sfo,was,15,23,38,-8,-3.0
206,buf,pit,26,15,41,11,-2.0
207,cle,rav,42,47,89,-5,3.0
208,rai,sdg,27,30,57,-3,-3.5
209,den,buf,19,48,67,-29,5.5
210,gnb,car,24,16,40,8,-8.0
211,atl,tam,27,31,58,-4,6.0
212,min,chi,27,33,60,-6,-2.5
213,clt,htx,27,20,47,7,-7.5
214,dal,sfo,41,33,74,8,4.0
215,oti,det,46,25,71,21,-9.5
216,rav,jax,40,14,54,26,-13.0
217,mia,nwe,22,12,34,10,1.5
218,was,sea,15,20,35,-5,6.0
219,crd,phi,33,26,59,7,-6.5
220,ram,nyj,20,23,43,-3,-17.5
221,nor,kan,29,32,61,-3,2.5
222,nyg,cle,6,20,26,-14,6.0
223,cin,pit,27,17,44,10,14.5
224,nor,min,52,33,85,19,-6.5
225,det,tam,7,47,54,-40,9.5
226,crd,sfo,12,20,32,-8,-5.0
227,rai,mia,25,26,51,-1,3.0
228,kan,atl,17,14,31,3,-11.0
229,jax,chi,17,41,58,-24,9.5
230,htx,cin,31,37,68,-6,-7.5
231,nyj,cle,23,16,39,7,6.5
232,pit,clt,28,24,52,4,1.0
233,rav,nyg,27,13,40,14,-10.0
234,was,car,13,20,33,-7,1.0
235,sdg,den,19,16,35,3,-2.5
236,dal,phi,37,17,54,20,3.0
237,sea,ram,20,9,29,11,-1.5
238,gnb,oti,40,14,54,26,-3.0
239,nwe,buf,9,38,47,-29,7.0
240,tam,atl,44,27,71,17,-7.5
241,buf,mia,56,26,82,30,3.5
242,cin,rav,3,38,41,-35,13.5
243,cle,pit,24,22,46,2,-10.5
244,nyg,dal,23,19,42,4,1.5
245,det,min,35,37,72,-2,3.0
246,nwe,nyj,28,14,42,14,-3.0
247,car,nor,7,33,40,-26,6.0
248,chi,gnb,16,35,51,-19,4.5
249,clt,jax,28,14,42,14,-15.5
250,ram,crd,18,7,25,11,-1.0
251,den,rai,31,32,63,-1,2.5
252,htx,oti,38,41,79,-3,7.0
253,kan,sdg,21,38,59,-17,7.0
254,sfo,sea,23,26,49,-3,7.0
255,phi,was,14,20,34,-6,6.5
